taxa_name	pectoral_fin	pelvic_fin	pectoral_inferred	pelvic_inferred	pectoral_propagated	pelvic_propagated	paired_fin
Microphis spinachioides	?	0	?	0	0	1	2
Pseudomystus moeschii	1	1	2	2	0	0	3
Farlowella knerii	1	1	2	2	0	0	3
Sciades proops	1	1	2	2	0	0	3
Anguilla malgumora	1	0	1	0	1	1	2
Cyprinodon diabolis	1	0	1	0	0	0	2
Caranx melampygus	1	?	1	?	1	0	3
Lycodes toyamensis	1	?	1	?	1	0	3
Pseudolaguvia ribeiroi	1	1	2	2	0	0	3
Xiphias gladius	1	0	1	0	0	0	2
Gorgasia klausewitzi	0	0	0	0	1	1	0
Acanthurus chronixis	1	1	1	1	1	1	3
Hybognathus hankinsoni	1	1	2	2	0	0	3
Histiodraco velifer	1	?	2	?	0	0	3
Gymnammodytes cicerelus	1	?	1	?	1	0	3
Lalmohania velutina	1	0	1	0	1	1	2
Citharichthys minutus	1	?	2	?	1	0	3
Icelinus fimbriatus	1	?	1	?	1	0	3
Sufflamen albicaudatum	1	1	1	2	1	1	3
Gambusia hispaniolae	1	?	2	?	1	0	3
Ammodytoides leptus	1	?	1	?	1	0	3
Mastacembelus signatus	1	?	1	?	0	0	3
Lepturacanthus savala	1	0	2	0	1	1	2
Chaetostoma stroumpoulos	1	?	2	?	1	0	3
Silurichthys gibbiceps	1	?	1	?	1	0	3
Corydoras ourastigma	1	?	2	?	1	0	3
Liparis marmoratus	1	?	1	?	1	0	3
Listrura boticario	1	0	1	0	0	0	2
Pimelodella grisea	1	?	2	?	1	0	3
Megalonema psammium	1	?	2	?	1	0	3
Lophiosilurus alexandri	1	?	2	?	0	0	3
Pachycara mesoporum	1	?	1	?	1	0	3
Letholycus magellanicus	1	?	1	?	1	0	3
Magnisudis prionosa	1	1	2	2	1	1	3
Aphyosemion escherichi	1	?	2	?	1	0	3
Histiobranchus bathybius	?	0	?	0	0	1	2
Anablepsoides immaculatus	1	?	1	?	1	0	3
Aplocheilus kirchmayeri	1	?	2	?	1	0	3
Glyptothorax telchitta	1	1	2	2	0	0	3
Engyprosopon hureaui	1	1	1	1	1	1	3
Ariosoma mellissii	1	0	1	0	1	1	2
Baryancistrus longipinnis	1	?	2	?	1	0	3
Xenophallus umbratilis	1	?	2	?	1	0	3
Stegophilus septentrionalis	1	?	1	?	1	0	3
Hippocampus spinosissimus	?	0	?	0	0	1	2
Hemibagrus hongus	1	?	2	?	1	0	3
Ecsenius midas	1	?	1	?	1	0	3
Siphonognathus attenuatus	1	?	1	?	1	0	3
Canthigaster capistrata	1	1	1	2	1	1	3
Leptachirus lorentz	?	1	?	1	0	1	3
Micronema hexapterus	1	?	1	?	1	0	3
Saccopharynx schmidti	1	0	1	0	1	1	2
Symphurus oligomerus	0	0	0	0	1	1	0
Noturus flavater	1	?	2	?	1	0	3
Phenacorhamdia provenzanoi	1	?	2	?	1	0	3
Linkenchelys multipora	?	0	?	0	0	1	2
Pterygoplichthys etentaculatus	1	1	2	2	0	0	3
Poropanchax rancureli	1	?	2	?	1	0	3
Limia perugiae	1	?	2	?	1	0	3
Acrochordonichthys falcifer	1	?	2	?	1	0	3
Engyprosopon longipterum	1	1	1	1	1	1	3
Gephyrocharax intermedius	?	1	?	2	0	0	3
Schilbe banguelensis	1	?	1	?	1	0	3
Astyanax altior	1	?	2	?	1	0	3
Trichomycterus nigroauratus	1	?	1	?	1	0	3
Pseudancistrus barbatus	1	1	2	2	0	0	3
Melamphaes parvus	?	1	?	2	0	1	3
Scolecenchelys japonica	?	0	?	0	0	1	2
Linophryne argyresca	1	0	1	0	1	1	2
Aphyocheirodon hemigrammus	?	1	?	2	0	0	3
Parapercis simulata	1	?	2	?	1	0	3
Neblinichthys roraima	1	1	2	2	0	0	3
Ostichthys hypsipterygion	?	1	?	2	0	1	3
Gymnothorax johnsoni	0	0	0	0	1	1	0
Ceratoscopelus maderensis	?	1	?	2	0	1	3
Parapercis sexfasciata	1	?	2	?	1	0	3
Canthigaster margaritata	1	1	1	2	1	1	3
Melanostigma atlanticum	1	?	1	?	1	0	3
Nybelinella erikssoni	1	?	1	?	1	0	3
Patagonotothen jordani	1	?	2	?	1	0	3
Pelagocephalus marki	1	1	1	2	1	1	3
Linophryne escaramosa	1	0	1	0	1	1	2
Pseudorhombus tenuirastrum	1	?	2	?	1	0	3
Solea senegalensis	?	1	?	1	0	1	3
Loricariichthys maculatus	1	?	2	?	1	0	3
Cirripectes variolosus	1	?	1	?	1	0	3
Clupeonella engrauliformis	1	?	1	?	1	0	3
Maulisia acuticeps	1	?	1	?	1	0	3
Pimelodella megalura	1	?	2	?	1	0	3
Liparis miostomus	1	?	1	?	1	0	3
Hemileiocassis panjang	1	?	2	?	1	0	3
Cyprinodon bifasciatus	1	?	1	?	1	0	3
Lappanella guineensis	1	?	1	?	1	0	3
Schilbe brevianalis	1	?	1	?	1	0	3
Dussumieria elopsoides	1	?	1	?	1	0	3
Parataeniophorus gulosus	?	1	?	2	0	1	3
Spatuloricaria evansii	1	?	2	?	1	0	3
Gymnothorax serratidens	0	0	0	0	1	1	0
Careproctus maculosus	1	?	1	?	1	0	3
Brachygalaxias bullocki	1	1	1	2	1	1	3
Macrocephenchelys soela	?	0	?	0	0	1	2
Lepidotrigla multispinosa	1	?	1	?	1	0	3
Gymnothorax unicolor	0	0	0	0	1	1	0
Bathophilus indicus	?	1	?	1	0	1	3
Olivaichthys viedmensis	1	?	2	?	0	0	3
Corydoras reynoldsi	1	?	2	?	1	0	3
Porichthys oculofrenum	1	1	2	2	1	1	3
Liachirus whitleyi	?	1	?	1	0	1	3
Pimelodus pintado	1	?	2	?	1	0	3
Stigmatopora nigra	?	0	?	0	0	1	2
Coris debueni	1	?	1	?	1	0	3
Coris nigrotaenia	1	?	1	?	1	0	3
Symphodus ocellatus	1	1	2	2	1	1	3
Petroscirtes ancylodon	1	?	1	?	1	0	3
Cottus marginatus	1	?	1	?	1	0	3
Tribolodon brandtii	1	?	2	?	1	0	3
Cottiusculus schmidti	1	?	1	?	1	0	3
Brachirus villosus	?	1	?	1	0	1	3
Scytalichthys miurus	?	0	?	0	0	1	2
Saurida suspicio	?	1	?	2	0	1	3
Oryzias orthognathus	1	1	2	2	0	0	3
Parablennius sierraensis	1	?	1	?	1	0	3
Potamorrhaphis guianensis	1	?	1	?	1	0	3
Astyanax maculisquamis	1	?	2	?	1	0	3
Ophichthus menezesi	?	0	?	0	0	1	2
Polyspina piosae	1	1	1	2	1	1	3
Allotoca regalis	1	?	1	?	1	0	3
Schistura spilota	1	1	2	1	0	0	3
Hypleurochilus caudovittatus	1	?	1	?	1	0	3
Enchelycore schismatorhynchus	0	0	0	0	1	1	0
Ecsenius bicolor	1	?	1	?	1	0	3
Engyprosopon kushimotoensis	1	1	1	1	1	1	3
Siphonognathus tanyourus	1	?	1	?	1	0	3
Bembrops quadrisella	1	?	2	?	1	0	3
Cetopsis baudoensis	1	1	2	2	0	0	3
Paraluteres prionurus	1	0	1	0	1	1	2
Clarias batu	1	?	1	?	1	0	3
Adontosternarchus devenanzii	1	0	1	0	1	1	2
Parabothus filipes	1	1	1	1	1	1	3
Oneirodes macronema	1	0	1	0	1	1	2
Pseudeutropius brachypopterus	1	1	2	2	0	0	3
Cynoglossus microlepis	0	0	0	0	1	1	0
Labroides dimidiatus	1	?	1	?	1	0	3
Atopocottus tribranchius	1	?	1	?	1	0	3
Exostoma barakensis	1	?	2	?	1	0	3
Krusensterniella multispinosa	1	?	1	?	1	0	3
Stephanolepis auratus	1	0	1	0	1	1	2
Monognathus jesse	0	0	0	0	1	1	0
Microctenopoma nigricans	1	1	1	1	1	1	3
Eustomias insularum	?	1	?	1	0	1	3
Bodianus speciosus	1	?	1	?	1	0	3
Paraliparis retrodorsalis	1	0	1	0	1	1	2
Austroglossus pectoralis	?	1	?	1	0	1	3
Zoarchias veneficus	1	?	1	?	1	0	3
Bathyclarias longibarbis	1	?	1	?	1	0	3
Ilyodon furcidens	1	?	1	?	1	0	3
Orestias incae	1	?	1	?	1	0	3
Sardinops sagax	1	?	1	?	1	0	3
Synodus sanguineus	?	1	?	2	0	1	3
Lepidotrigla dieuzeidei	1	?	1	?	1	0	3
Albula esuncula	?	1	?	1	0	1	3
Myroconger compressus	1	0	1	0	1	1	2
Farlowella hahni	1	?	2	?	1	0	3
Sphoeroides nitidus	1	1	1	2	1	1	3
Trichomycterus bahianus	1	?	1	?	1	0	3
Cynopoecilus melanotaenia	1	?	1	?	1	0	3
Nannobrachium lineatum	?	1	?	2	0	1	3
Bellottia galatheae	?	0	?	0	0	0	2
Austrolebias patriciae	1	?	1	?	1	0	3
Adinia xenica	1	?	2	?	1	0	3
Mystus canarensis	1	?	2	?	1	0	3
Ethadophis akkistikos	?	0	?	0	0	1	2
Rhinecanthus assasi	1	1	1	2	1	1	3
Brachirus heterolepis	?	1	?	1	0	1	3
Anablepsoides iridescens	1	?	1	?	1	0	3
Cirrhilabrus condei	1	1	2	2	1	1	3
Aphyosemion elberti	1	?	2	?	1	0	3
Ostracion immaculatus	1	1	1	2	1	1	3
Dekeyseria amazonica	1	?	2	?	1	0	3
Potamorhina laticeps	?	1	?	2	0	0	3
Pisodonophis daspilotus	?	0	?	0	0	1	2
Anisochromis straussi	1	1	1	1	1	1	3
Brycinus macrolepidotus	1	1	2	1	0	0	3
Cyprinodon variegatus	1	?	2	?	0	0	3
Spatuloricaria lagoichthys	1	?	2	?	1	0	3
Sphoeroides trichocephalus	1	1	1	2	1	1	3
Ilyodon whitei	1	?	1	?	1	0	3
Arnoglossus imperialis	1	1	1	1	1	1	3
Amblygaster leiogaster	1	?	1	?	1	0	3
Phractura gladysae	1	?	2	?	1	0	3
Liparis liparis	1	?	2	?	0	0	3
Argopleura magdalenensis	?	1	?	2	0	0	3
Aphanius ginaonis	1	?	1	?	1	0	3
Ancistrus bolivianus	1	?	2	?	1	0	3
Radulinus vinculus	1	?	1	?	1	0	3
Marilyna darwinii	1	1	1	2	1	1	3
Pictichromis paccagnellae	1	?	1	?	1	0	3
Ancistrus clementinae	1	?	2	?	1	0	3
Gambusia lemaitrei	1	?	2	?	1	0	3
Clinostomus elongatus	1	1	2	2	0	0	3
Chrosomus oreas	1	1	2	2	0	0	3
Leucaspius delineatus	?	1	?	2	0	0	3
Herklotsichthys collettei	1	?	1	?	1	0	3
Lepidotrigla eydouxii	1	?	1	?	1	0	3
Noturus gyrinus	1	1	2	2	1	0	3
Synodontis tourei	1	?	2	?	1	0	3
Lycenchelys volki	1	?	1	?	1	0	3
Rineloricaria strigilata	1	?	2	?	1	0	3
Meuschenia hippocrepis	1	0	1	0	1	1	2
Poecilia petenensis	1	?	2	?	1	0	3
Cynopotamus argenteus	1	1	2	2	0	0	3
Oxycheilinus digramma	1	?	1	?	1	0	3
Photonectes parvimanus	?	1	?	1	0	1	3
Rhamdia laticauda	1	1	2	2	0	0	3
Harttia longipinna	1	?	2	?	1	0	3
Phyllopteryx taeniolatus	?	0	?	0	0	1	2
Glyptothorax buchanani	1	?	2	?	1	0	3
Chitala chitala	1	?	1	?	1	0	3
Lasiancistrus caucanus	1	1	2	2	0	0	3
Pogonophryne immaculata	1	?	2	?	1	0	3
Lasiancistrus schomburgkii	1	?	2	?	1	0	3
Thalassophryne nattereri	1	1	2	2	1	1	3
Nemadoras trimaculatus	1	?	2	?	1	0	3
Orestias mundus	1	?	1	?	1	0	3
Corydoras baderi	1	?	2	?	0	0	3
Hippichthys cyanospilos	?	0	?	0	0	1	2
Sierrathrissa leonensis	1	?	1	?	1	0	3
Cetopsis sandrae	1	1	2	2	0	0	3
Scytalina cerdale	1	0	2	0	0	0	2
Aphyonus gelatinosus	1	?	1	?	1	0	3
Notropis spectrunculus	1	1	2	2	0	0	3
Metavelifer multiradiatus	1	1	2	2	1	1	3
Omobranchus smithi	1	?	1	?	1	0	3
Careproctus falklandicus	1	?	1	?	1	0	3
Gymnothorax rueppellii	0	0	0	0	1	1	0
Notacanthus abbotti	?	1	?	2	0	1	3
Cirrhilabrus jordani	1	1	2	2	1	1	3
Scuticaria okinawae	0	0	0	0	1	1	0
Llanolebias stellifer	1	?	1	?	1	0	3
Arius uncinatus	1	?	2	?	1	0	3
Pogonopoma obscurum	1	?	2	?	1	0	3
Lampanyctus alatus	?	1	?	2	0	1	3
Contusus brevicaudus	1	1	1	2	1	1	3
Cynoglossus macrophthalmus	0	0	0	0	1	1	0
Aphyosemion georgiae	1	?	2	?	1	0	3
Poecilia boesemani	1	?	2	?	1	0	3
Typhlobelus macromycterus	1	0	1	0	0	0	2
Plataplochilus miltotaenia	1	?	2	?	1	0	3
Synodontis ansorgii	1	?	2	?	1	0	3
Kentrocapros flavofasciatus	1	1	2	2	1	1	3
Leptorhamdia marmorata	1	1	2	2	0	0	3
Batrachoides goldmani	1	1	2	2	1	1	3
Hybopsis rubrifrons	1	1	2	2	0	0	3
Pseudobagrus tenuifurcatus	1	1	2	2	0	0	3
Chlidichthys smithae	1	1	1	1	1	1	3
Glanidium bockmanni	1	?	2	?	1	0	3
Trichomycterus mirissumba	1	?	2	?	0	0	3
Careproctus solidus	1	?	1	?	1	0	3
Euchilichthys dybowskii	1	1	2	2	0	0	3
Parapercis haackei	1	?	2	?	1	0	3
Eustomias hypopsilus	?	1	?	1	0	1	3
Phalloceros megapolos	1	?	2	?	1	0	3
Ageneiosus atronasus	1	1	2	2	1	0	3
Ilisha compressa	1	?	1	?	1	0	3
Compsura gorgonae	?	1	?	2	0	0	3
Pampus argenteus	1	0	1	0	1	1	2
Gymnammodytes semisquamatus	1	?	1	?	1	0	3
Zaireichthys dorae	1	?	2	?	1	0	3
Pimelodella figueroai	1	?	2	?	1	0	3
Triglops forficatus	1	?	1	?	1	0	3
Pogonophryne macropogon	1	?	2	?	1	0	3
Epiplatys sexfasciatus	1	?	2	?	1	0	3
Bathybagrus tetranema	1	1	2	2	0	0	3
Bodianus solatus	1	?	1	?	1	0	3
Iniistius griffithsi	1	?	1	?	1	0	3
Paracheilinus hemitaeniatus	1	1	2	2	1	1	3
Decapterus macrosoma	1	?	1	?	1	0	3
Corniger spinosus	?	1	?	2	0	1	3
Cryptarius truncatus	1	1	2	2	0	0	3
Corydoras multimaculatus	1	?	2	?	1	0	3
Noturus nocturnus	1	?	2	?	1	0	3
Hemiancistrus cerrado	1	?	2	?	1	0	3
Artediellus ingens	1	?	1	?	1	0	3
Tetraodon biocellatus	1	1	1	2	1	1	3
Ogcocephalus notatus	1	?	2	?	1	0	3
Gymnothorax vicinus	0	0	0	0	1	1	0
Pseudophichthys splendens	?	0	?	0	0	1	2
Lepidotrigla spiloptera	1	?	1	?	1	0	3
Leucogrammolycus brychios	1	?	1	?	1	0	3
Soleichthys maculosus	?	1	?	1	0	1	3
Foerschichthys flavipinnis	1	?	2	?	1	0	3
Chlorophthalmus mento	?	1	?	2	0	1	3
Engyprosopon multisquama	1	1	1	1	1	1	3
Brycon falcatus	1	1	2	2	0	0	3
Channa asiatica	1	?	1	?	1	0	3
Nemadoras hemipeltis	1	?	2	?	1	0	3
Notholebias cruzi	1	?	1	?	1	0	3
Lepidotrigla russelli	1	?	1	?	1	0	3
Aplocheilus blockii	1	?	2	?	1	0	3
Arius macracanthus	1	?	2	?	1	0	3
Oryzias dancena	1	1	2	2	0	0	3
Carangoides bajad	1	?	1	?	1	0	3
Careproctus cactiformis	1	?	1	?	1	0	3
Lepidotrigla pectoralis	1	?	1	?	1	0	3
Lycodes rossi	1	?	1	?	1	0	3
Diaphus faustinoi	?	1	?	2	0	1	3
Gymnothorax castaneus	0	0	0	0	1	1	0
Orestias crawfordi	1	?	1	?	1	0	3
Histiogamphelus briggsii	?	0	?	0	0	1	2
Cetopsis motatanensis	1	1	2	2	0	0	3
Evips percinctus	?	0	?	0	0	1	2
Bathophilus nigerrimus	?	1	?	1	0	1	3
Parabothus chlorospilus	1	1	1	1	1	1	3
Psammphiletria nasuta	1	?	2	?	1	0	3
Parapercis maritzi	1	?	2	?	1	0	3
Arnoglossus capensis	1	1	1	1	1	1	3
Pervagor alternans	1	0	1	0	1	1	2
Uranoscopus chinensis	1	?	2	?	1	0	3
Astyanax mexicanus	1	1	2	1	0	0	3
Scolecenchelys okamurai	?	0	?	0	0	1	2
Mystus vittatus	1	1	2	2	0	0	3
Nannobrachium cuprarium	1	1	2	2	0	0	3
Halichoeres pictus	1	?	1	?	1	0	3
Chascanopsetta crumenalis	1	1	1	1	1	1	3
Liparis punctulatus	1	?	1	?	1	0	3
Lampichthys procerus	?	1	?	2	0	1	3
Entomacrodus chapmani	1	?	1	?	1	0	3
Schilbe mystus	1	1	2	2	0	0	3
Neopagetopsis ionah	1	1	2	2	0	0	3
Trachyrhamphus bicoarctatus	?	0	?	0	0	1	2
Gymnothorax meleagris	0	0	0	0	1	1	0
Pseudocaranx dinjerra	1	?	1	?	1	0	3
Pseudomystus heokhuii	1	?	2	?	1	0	3
Pygidianops amphioxus	1	?	1	?	1	0	3
Histrio histrio	1	1	1	1	1	1	3
Pseudancistrus reus	1	?	2	?	1	0	3
Omobranchus verticalis	1	?	1	?	1	0	3
Labropsis australis	1	?	1	?	1	0	3
Acanthostracion guineensis	1	1	1	2	1	1	3
Xystreurys rasile	1	?	2	?	1	0	3
Gymnothorax zonipectis	0	0	0	0	1	1	0
Bathyphylax pruvosti	1	1	1	1	1	1	3
Halieutaea hancocki	1	?	2	?	1	0	3
Uropterygius marmoratus	0	0	0	0	1	1	0
Lophiocharon trisignatus	1	1	1	1	1	1	3
Scoloplax dicra	1	1	2	2	1	0	3
Melichthys vidua	1	1	1	2	1	1	3
Liparis frenatus	1	?	1	?	1	0	3
Synaptura albomaculata	?	1	?	1	0	1	3
Optivus agrammus	?	1	?	2	0	1	3
Pampus chinensis	1	0	1	0	1	1	2
Ophichthus cylindroideus	?	0	?	0	0	1	2
Cyprinodon verecundus	1	?	1	?	1	0	3
Benthosema glaciale	?	1	?	2	0	1	3
Apteronotus brasiliensis	1	0	1	0	1	1	2
Dunckerocampus baldwini	?	0	?	0	0	1	2
Cantherhines fronticinctus	1	0	1	0	1	1	2
Myrichthys magnificus	?	0	?	0	0	1	2
Rhamdia itacaiunas	1	?	2	?	1	0	3
Symphurus insularis	0	0	0	0	1	1	0
Encheloclarias tapeinopterus	1	1	1	2	1	0	3
Radulinopsis taranetzi	1	?	1	?	1	0	3
Gorgasia galzini	0	0	0	0	1	1	0
Engyprosopon filipennis	1	1	1	1	1	1	3
Liosomadoras morrowi	1	?	2	?	1	0	3
Atlantirivulus janeiroensis	1	?	1	?	1	0	3
Synapturichthys kleinii	?	1	?	1	0	1	3
Petrocephalus sauvagii	?	1	?	1	0	1	3
Neoopisthopterus tropicus	1	0	1	0	1	0	2
Enophrys lucasi	1	?	1	?	1	0	3
Rhinodoras boehlkei	1	?	2	?	1	0	3
Pseudoxiphophorus bimaculatus	1	?	2	?	1	0	3
Pseudocheilinus dispilus	1	1	2	2	1	1	3
Cochlefelis burmanicus	1	?	2	?	1	0	3
Tathicarpus butleri	1	1	1	1	1	1	3
Pangasius myanmar	1	?	2	?	1	0	3
Eustomias longibarba	?	1	?	1	0	1	3
Laeops guentheri	1	1	1	1	1	1	3
Arius africanus	1	1	2	2	0	0	3
Sufflamen fraenatum	1	1	1	2	1	1	3
Cetengraulis edentulus	?	1	?	1	0	0	3
Lycenchelys hureaui	1	0	1	0	1	0	2
Bagarius rutilus	1	?	2	?	1	0	3
Bathycongrus bleekeri	?	0	?	0	0	1	2
Herklotsichthys castelnaui	1	?	1	?	1	0	3
Corydoras delphax	1	?	2	?	1	0	3
Olyra collettii	1	?	2	?	1	0	3
Symphurus ocellaris	0	0	0	0	1	1	0
Laimosemion tecminae	1	?	1	?	1	0	3
Lucania goodei	1	?	2	?	1	0	3
Sanopus reticulatus	1	1	2	2	1	1	3
Microcottus sellaris	1	?	1	?	1	0	3
Pisodonophis boro	?	0	?	0	0	1	2
Poecilia caudofasciata	1	?	2	?	1	0	3
Epiplatys ruhkopfi	1	?	2	?	1	0	3
Ogcocephalus porrectus	1	?	2	?	1	0	3
Strongylura incisa	1	?	1	?	1	0	3
Pteragogus aurigarius	1	1	2	2	1	1	3
Paraliparis balgueriasi	1	0	1	0	1	1	2
Luxilus cornutus	1	?	2	?	0	0	3
Syngnathus caribbaeus	?	0	?	0	0	1	2
Squaliforma biseriata	1	?	2	?	1	0	3
Pseudomystus siamensis	1	1	2	2	0	0	3
Ophichthus roseus	?	0	?	0	0	1	2
Gymnelus hemifasciatus	1	?	1	?	1	0	3
Psednos microps	1	?	1	?	1	0	3
Rineloricaria teffeana	1	1	2	2	0	0	3
Champsocephalus gunnari	1	1	2	2	0	0	3
Algansea popoche	1	1	2	2	0	0	3
Coelophrys mollis	1	?	2	?	1	0	3
Hypomasticus pachycheilus	?	1	?	2	0	0	3
Oxyconger leptognathus	1	0	1	0	1	1	2
Clarias salae	1	?	1	?	1	0	3
Prionotus ruscarius	1	?	1	?	1	0	3
Rineloricaria fallax	1	?	2	?	1	0	3
Batrichthys albofasciatus	1	1	2	2	1	1	3
Nangra bucculenta	1	?	2	?	1	0	3
Clupeonella cultriventris	1	1	1	2	1	0	3
Frontilabrus caeruleus	1	?	1	?	1	0	3
Gigantactis longicirra	1	0	1	0	1	1	2
Notothenia microlepidota	1	?	2	?	1	0	3
Sorosichthys ananassa	?	1	?	2	0	1	3
Parablennius intermedius	1	?	1	?	1	0	3
Trichomycterus triguttatus	1	?	1	?	1	0	3
Alosa vistonica	1	?	1	?	1	0	3
Halichoeres maculipinna	1	?	1	?	1	0	3
Cetomimus compunctus	1	0	2	0	1	1	2
Priapella chamulae	1	?	2	?	1	0	3
Xenomystax trucidans	?	0	?	0	0	1	2
Enchelycore octaviana	0	0	0	0	1	1	0
Amphilophus macracanthus	?	1	?	2	0	0	3
Hypsopanchax jobaerti	1	?	2	?	1	0	3
Tetraodon lineatus	1	1	1	2	1	1	3
Hemibagrus velox	1	?	2	?	1	0	3
Lycodes uschakovi	1	?	1	?	1	0	3
Satan eurystomus	1	1	2	2	0	0	3
Platyurosternarchus macrostomus	1	0	2	0	0	0	2
Melanorivulus paracatuensis	1	?	1	?	1	0	3
Lamnostoma orientalis	?	0	?	0	0	1	2
Symphurus fasciolaris	0	0	0	0	1	1	0
Ituglanis gracilior	1	?	1	?	1	0	3
Nothobranchius eggersi	1	?	2	?	1	0	3
Notolepis annulata	1	1	2	2	1	1	3
Rusichthys plesiomorphus	1	?	1	?	1	0	3
Nanobagrus armatus	1	1	2	2	1	0	3
Poecilia maylandi	1	?	2	?	1	0	3
Paralichthys adspersus	1	?	2	?	1	0	3
Clepticus africanus	1	?	1	?	1	0	3
Heteroconger hassi	0	0	0	0	1	1	0
Myctophum selenops	?	1	?	2	0	1	3
Sciades passany	1	?	2	?	1	0	3
Cottus rhotheus	1	?	1	?	1	0	3
Jenynsia eirmostigma	1	?	2	?	1	0	3
Pimelodella boschmai	1	?	2	?	1	0	3
Hemerorhinus opici	?	0	?	0	0	1	2
Chasmistes cujus	?	1	?	2	0	0	3
Xyliphius barbatus	1	?	2	?	1	0	3
Trigonolampa miriceps	?	1	?	1	0	1	3
Channallabes alvarezi	1	?	1	?	1	0	3
Lepidotrigla kanagashira	1	?	1	?	1	0	3
Lepidotrigla mulhalli	1	?	1	?	1	0	3
Batasio fluviatilis	1	?	2	?	1	0	3
Cottus hypselurus	1	?	1	?	1	0	3
Corydoras melanistius	1	?	2	?	1	0	3
Ecsenius kurti	1	?	1	?	1	0	3
Scartella itajobi	1	?	1	?	1	0	3
Paraliparis incognita	1	0	1	0	1	1	2
Symbolophorus evermanni	?	1	?	2	0	1	3
Gymnothorax nuttingi	0	0	0	0	1	1	0
Lophius budegassa	1	?	2	?	1	0	3
Cnidoglanis macrocephalus	1	1	2	2	1	0	3
Platydoras brachylecis	1	?	2	?	1	0	3
Gavialiceps bertelseni	1	0	1	0	1	1	2
Herklotsichthys ovalis	1	?	1	?	1	0	3
Pseudotothyris obtusa	1	?	2	?	0	0	3
Manonichthys jamali	1	?	1	?	1	0	3
Congriscus marquesaensis	?	0	?	0	0	1	2
Scolecenchelys acutirostris	?	0	?	0	0	1	2
Genioliparis kafanovi	1	?	1	?	1	0	3
Macrhybopsis aestivalis	1	1	2	2	0	0	3
Brachyhypopomus beebei	1	0	1	0	1	1	2
Ochmacanthus batrachostomus	1	?	1	?	1	0	3
Poeciliopsis monacha	1	?	2	?	1	0	3
Bulbonaricus brucei	0	0	0	0	1	1	0
Orthosternarchus tamandua	1	0	2	0	0	0	2
Fundulus similis	1	?	2	?	1	0	3
Fundulus lineolatus	1	?	2	?	1	0	3
Paraliparis brunneus	1	0	1	0	1	1	2
Polymixia busakhini	?	1	?	2	0	1	3
Symphurus urospilus	0	0	0	0	1	1	0
Pimelodus heraldoi	1	?	2	?	1	0	3
Doryrhamphus japonicus	?	0	?	0	0	1	2
Ichthyapus vulturis	?	0	?	0	0	1	2
Astroblepus stuebeli	1	?	2	?	1	0	3
Parapteronotus hasemani	1	0	2	0	0	0	2
Phallotorynus victoriae	1	?	2	?	1	0	3
Callechelys muraena	?	0	?	0	0	1	2
Encheliophis vermicularis	0	0	0	0	1	1	0
Gnathophis andriashevi	?	0	?	0	0	1	2
Corydoras areio	1	?	2	?	1	0	3
Ulua mentalis	1	?	1	?	1	0	3
Careproctus batialis	1	?	1	?	1	0	3
Eustomias bulbiramis	?	1	?	1	0	1	3
Vellitor minutus	1	?	1	?	1	0	3
Gymnothorax tile	0	0	0	0	1	1	0
Cetopsorhamdia iheringi	1	1	2	2	0	0	3
Scopelosaurus harryi	?	1	?	2	0	1	3
Lucania parva	1	?	2	?	1	0	3
Cottus klamathensis	1	?	1	?	1	0	3
Tanichthys micagemmae	1	?	2	?	0	0	3
Selene brevoortii	1	?	1	?	1	0	3
Anoplocapros lenticularis	1	1	2	2	1	1	3
Corydoras sanchesi	1	?	2	?	1	0	3
Cyclopsetta chittendeni	1	?	2	?	1	0	3
Lycodes sagittarius	1	?	1	?	1	0	3
Pseudobagrus medianalis	1	1	2	2	0	0	3
Astroblepus phelpsi	1	?	2	?	1	0	3
Cathorops tuyra	1	?	2	?	1	0	3
Hippocampus histrix	?	0	?	0	0	1	2
Gladioglanis machadoi	1	1	2	2	0	0	3
Lipophrys heuvelmansi	1	?	1	?	1	0	3
Oxymonacanthus halli	1	0	1	0	1	1	2
Parablennius tentacularis	1	?	1	?	1	0	3
Gigantactis meadi	1	0	1	0	1	1	2
Pholis fangi	1	?	2	?	1	0	3
Notropis volucellus	1	1	2	2	0	0	3
Acromycter longipectoralis	?	0	?	0	0	1	2
Xiphasia matsubarai	1	?	1	?	1	0	3
Silurichthys hasseltii	1	?	1	?	1	0	3
Pareiorhaphis scutula	1	?	2	?	1	0	3
Xiphophorus evelynae	1	?	2	?	1	0	3
Epiplatys etzeli	1	?	2	?	1	0	3
Pseudobagrus microps	1	1	2	2	0	0	3
Trichomycterus nigromaculatus	1	?	1	?	1	0	3
Nessorhamphus danae	1	0	1	0	0	0	2
Laimosemion rectocaudatus	1	?	1	?	1	0	3
Lampanyctus festivus	?	1	?	2	0	1	3
Enchelynassa canina	0	0	0	0	1	1	0
Paraliparis entochloris	1	0	1	0	1	1	2
Crenuchus spilurus	1	1	2	1	0	0	3
Harpagifer permitini	1	?	2	?	1	0	3
Epiplatys chevalieri	1	?	2	?	1	0	3
Hoplostethus intermedius	?	1	?	2	0	1	3
Bathypterois insularum	?	1	?	2	0	1	3
Austrolebias alexandri	1	?	1	?	1	0	3
Dictyosoma rubrimaculatum	1	?	1	?	1	0	3
Anampses melanurus	1	?	1	?	1	0	3
Aseraggodes magnoculus	?	1	?	1	0	1	3
