taxa_name	pectoral_fin	pelvic_fin	pectoral_inferred	pelvic_inferred	pectoral_propagated	pelvic_propagated	paired_fin
Strongylura fluviatilis	1	?	1	?	1	0	3
Pteropsaron heemstrai	1	?	2	?	1	0	3
Bothus swio	1	1	1	1	1	1	3
Rhamdella cainguae	1	?	2	?	1	0	3
Notarius armbrusteri	1	?	2	?	1	0	3
Sternarchorhynchus montanus	1	0	1	0	1	1	2
Gymnorhamphichthys bogardusi	1	0	1	0	1	1	2
Astyanax jacuhiensis	1	?	2	?	1	0	3
Pimelodina flavipinnis	1	1	2	2	0	0	3
Astyanax scintillans	1	?	2	?	1	0	3
Gymnocanthus pistilliger	1	?	1	?	1	0	3
Prionotus carolinus	1	?	1	?	1	0	3
Laiphognathus multimaculatus	1	?	1	?	1	0	3
Astyanax endy	1	?	2	?	1	0	3
Leiarius marmoratus	1	1	2	2	1	0	3
Halieutaea coccinea	1	?	2	?	1	0	3
Synodontis nigromaculata	1	?	2	?	1	0	3
Auchenipterichthys longimanus	1	1	2	2	0	0	3
Amaralia hypsiura	1	1	2	2	0	0	3
Lycenchelys nanospinata	1	0	1	0	1	0	2
Trachurus trecae	1	?	1	?	1	0	3
Carinotetraodon borneensis	1	1	1	2	1	1	3
Bodianus flavifrons	1	?	1	?	1	0	3
Lumpenopsis clitella	1	?	1	?	1	0	3
Orestias chungarensis	1	?	1	?	1	0	3
Astroblepus cyclopus	1	?	2	?	1	0	3
Squaliforma tenuicauda	1	?	2	?	1	0	3
Taurocottus bergii	1	?	1	?	1	0	3
Champsodon fimbriatus	1	?	2	?	1	0	3
Hypostomus latirostris	1	?	2	?	1	0	3
Cynopotamus tocantinensis	1	?	2	?	0	0	3
Chasmocranus peruanus	1	?	2	?	1	0	3
Scopelosaurus adleri	?	1	?	2	0	1	3
Tachysurus fulvidraco	1	1	2	2	0	0	3
Apteronotus mariae	1	0	1	0	1	1	2
Clarias pachynema	1	?	1	?	1	0	3
Hypsoblennius maculipinna	1	?	1	?	1	0	3
Citharichthys gnathus	1	?	2	?	1	0	3
Compsura heterura	?	1	?	2	0	0	3
Pseudochromis perspicillatus	1	1	1	1	1	1	3
Landonia latidens	?	1	?	2	0	0	3
Demissolinea novaeguineensis	1	0	2	0	0	0	2
Cetostoma regani	1	0	2	0	1	1	2
Orinocodoras eigenmanni	1	?	2	?	0	0	3
Cyprinodon ceciliae	1	?	1	?	1	0	3
Anablepsoides ophiomimus	1	?	1	?	1	0	3
Lasiancistrus guacharote	1	1	2	2	0	0	3
Opsariichthys bidens	1	1	2	2	0	0	3
Pseudobagrus analis	1	?	2	?	1	0	3
Paraliparis meridionalis	1	0	1	0	1	1	2
Saurenchelys stylura	0	0	0	0	1	1	0
Chandramara chandramara	1	1	2	2	0	0	3
Radulinus asprellus	1	?	1	?	1	0	3
Poecilia teresae	1	?	2	?	1	0	3
Scopelosaurus herwigi	?	1	?	2	0	1	3
Corydoras semiaquilus	1	?	2	?	1	0	3
Ichthyapus omanensis	?	0	?	0	0	1	2
Hypostomus plecostomus	1	1	2	2	0	0	3
Rhynchoconger squaliceps	?	0	?	0	0	1	2
Sanopus splendidus	1	1	2	2	1	1	3
Opisthopterus dovii	1	0	1	0	0	0	2
Zoarchias macrocephalus	1	?	1	?	1	0	3
Diaphus mascarensis	?	1	?	2	0	1	3
Pseudolabrus semifasciatus	1	?	1	?	1	0	3
Hyperoplus lanceolatus	1	?	1	?	1	0	3
Bathycongrus polyporus	?	0	?	0	0	1	2
Entomacrodus cymatobiotus	1	?	1	?	1	0	3
Naso tuberosus	1	1	1	1	1	1	3
Engyprosopon xystrias	1	1	1	1	1	1	3
Allodontichthys hubbsi	1	?	1	?	1	0	3
Gobionotothen gibberifrons	1	?	2	?	0	0	3
Doumea gracila	1	1	2	2	0	0	3
Antennablennius hypenetes	1	?	1	?	1	0	3
Hypopygus neblinae	1	0	1	0	1	1	2
Laimosemion gransabanae	1	?	1	?	1	0	3
Liobagrus styani	1	?	2	?	0	0	3
Pimelodella chagresi	1	1	2	2	1	0	3
Hippocampus tyro	?	0	?	0	0	1	2
Allotoca goslinei	1	?	1	?	1	0	3
Apionichthys rosai	?	1	?	1	0	1	3
Hypancistrus furunculus	1	?	2	?	1	0	3
Pimelodus tetramerus	1	?	2	?	1	0	3
Soleichthys tubiferus	?	1	?	1	0	1	3
Hippocampus kelloggi	?	0	?	0	0	1	2
Cetopsis jurubidae	1	?	2	?	1	0	3
Harpagifer georgianus	1	?	2	?	1	0	3
Cynoglossus carpenteri	0	0	0	0	1	1	0
Uranoscopus cognatus	1	?	2	?	1	0	3
Orestias minimus	1	?	1	?	1	0	3
Notropis photogenis	1	1	2	2	0	0	3
Poeciliopsis turneri	1	?	2	?	1	0	3
Eustomias fissibarbis	?	1	?	1	0	1	3
Synbranchus marmoratus	0	0	0	0	0	0	0
Cichla ocellaris	?	1	?	2	0	0	3
Ophichthus stenopterus	?	0	?	0	0	1	2
Microthrissa congica	1	?	1	?	1	0	3
Hemilepidotus spinosus	1	?	1	?	1	0	3
Lampadena urophaos	?	1	?	2	0	1	3
Hoplomyzon atrizona	1	?	2	?	0	0	3
Nemadoras elongatus	1	?	2	?	1	0	3
Bodianus thoracotaeniatus	1	?	1	?	1	0	3
Lampanyctus intricarius	?	1	?	2	0	1	3
Tatia caxiuanensis	1	?	2	?	1	0	3
Callopanchax occidentalis	1	?	2	?	1	0	3
Channa burmanica	1	?	1	?	1	0	3
Bothrocara brunneum	1	?	1	?	1	0	3
Aplatophis chauliodus	?	0	?	0	0	1	2
Pseudocoris heteroptera	1	?	1	?	1	0	3
Heteropneustes fossilis	1	1	2	2	0	0	3
Pterygoplichthys lituratus	1	1	2	2	0	0	3
Gymnothorax reticularis	0	0	0	0	1	1	0
Synodontis rukwaensis	1	?	2	?	1	0	3
Careproctus aureomarginatus	1	?	1	?	1	0	3
Gymnelus pauciporus	1	?	1	?	1	0	3
Eustomias gibbsi	?	1	?	1	0	1	3
Pseudomystus sobrinus	1	?	2	?	1	0	3
Bascanichthys cylindricus	?	0	?	0	0	1	2
Aphyosemion herzogi	1	?	2	?	1	0	3
Batrochoglanis villosus	1	?	2	?	0	0	3
Zebrasoma xanthurum	1	1	1	1	1	1	3
Tylosurus crocodilus	1	?	1	?	1	0	3
Peckoltia lineola	1	?	2	?	1	0	3
Oneirodes thompsoni	1	0	1	0	1	1	2
Ituglanis parahybae	1	?	1	?	1	0	3
Ecsenius isos	1	?	1	?	1	0	3
Nothobranchius palmqvisti	1	?	2	?	1	0	3
Rhamdia jequitinhonha	1	?	2	?	1	0	3
Phenacogrammus major	1	1	2	2	0	0	3
Kryptopterus hesperius	1	?	1	?	1	0	3
Trachinotus anak	1	?	1	?	1	0	3
Pseudotocinclus parahybae	1	?	2	?	1	0	3
Monopterus desilvai	?	0	?	0	0	1	2
Halieutopsis bathyoreos	1	?	2	?	1	0	3
Pseudochromis melanurus	1	1	1	1	1	1	3
Fundulopanchax fallax	1	?	2	?	1	0	3
Mitotichthys mollisoni	?	0	?	0	0	1	2
Paraliparis anthracinus	1	0	1	0	1	1	2
Gymnachirus nudus	?	1	?	1	0	1	3
Poecilia sphenops	1	?	2	?	1	0	3
Idiacanthus atlanticus	0	1	0	1	0	0	1
Pictilabrus laticlavius	1	?	1	?	1	0	3
Batasio batasio	1	1	2	2	0	0	3
Trichonotus nikii	1	?	2	?	1	0	3
Nocomis effusus	1	1	2	2	0	0	3
Arctozenus risso	1	1	2	2	0	0	3
Anarchias cantonensis	0	0	0	0	1	1	0
Lophiodes mutilus	1	?	2	?	1	0	3
Acanthurus xanthopterus	1	1	1	1	1	1	3
Cynodon gibbus	1	1	2	2	0	0	3
Synodontis ocellifer	1	?	2	?	1	0	3
Batasio merianiensis	1	?	2	?	1	0	3
Hemicaranx zelotes	1	?	1	?	1	0	3
Parablennius cyclops	1	?	1	?	1	0	3
Strophidon sathete	0	0	0	0	1	1	0
Serrivomer sector	1	0	1	0	1	1	2
Akysis recavus	1	?	2	?	1	0	3
Neozoarces steindachneri	1	?	1	?	1	0	3
Tetraodon fluviatilis	1	1	1	2	1	1	3
Halichoeres burekae	1	?	1	?	1	0	3
Gymnelopsis ochotensis	1	?	1	?	1	0	3
Chlorophthalmus agassizi	1	1	2	2	0	0	3
Fenerbahce formosus	1	?	2	?	1	0	3
Lycodes diapterus	1	?	1	?	1	0	3
Cetopsidium morenoi	1	1	2	2	0	0	3
Cyclichthys orbicularis	1	0	1	0	1	1	2
Hypostomus subcarinatus	1	?	2	?	1	0	3
Careproctus faunus	1	?	1	?	1	0	3
Trachelyopterus coriaceus	1	1	2	2	0	0	3
Scopelosaurus smithii	?	1	?	2	0	1	3
Xyrichtys mundiceps	1	?	1	?	1	0	3
Monognathus bruuni	0	0	0	0	1	1	0
Alectrias cirratus	1	?	1	?	1	0	3
Lithoxus bovallii	1	1	2	2	0	0	3
Muraenesox bagio	1	0	1	0	1	1	2
Apteronotus macrostomus	1	0	1	0	1	1	2
Petrocephalus grandoculis	?	1	?	1	0	1	3
Pogonopoma parahybae	1	1	2	2	0	0	3
Ophichthus rugifer	?	0	?	0	0	1	2
Eumicrotremus spinosus	1	?	2	?	0	0	3
Apteronotus galvisi	1	0	1	0	1	1	2
Oreoglanis insignis	1	?	2	?	1	0	3
Zebrias scalaris	?	1	?	1	0	1	3
Pseudobagrus crassilabris	1	?	2	?	1	0	3
Hypomesus pretiosus	1	?	2	?	1	0	3
Choerodon cephalotes	1	?	1	?	1	0	3
Chlopsis bicollaris	0	0	0	0	1	1	0
Ictiobus bubalus	?	1	?	2	0	0	3
Careproctus mederi	1	?	1	?	1	0	3
Irvineia orientalis	1	?	1	?	1	0	3
Tewara cranwellae	1	?	1	?	1	0	3
Kali macrura	1	?	2	?	1	0	3
Poecilia wingei	1	?	2	?	1	0	3
Clarias brachysoma	1	?	1	?	1	0	3
Corydoras noelkempffi	1	?	2	?	1	0	3
Corydoras condiscipulus	1	?	2	?	1	0	3
Aphyosemion raddai	1	?	2	?	1	0	3
Aguarunichthys tocantinsensis	1	?	2	?	1	0	3
Auchenipterichthys thoracatus	1	1	2	2	0	0	3
Praealticus labrovittatus	1	?	1	?	1	0	3
Liparis montagui	1	?	2	?	0	0	3
Cottus rhenanus	1	?	1	?	1	0	3
Lycodes soldatovi	1	?	1	?	1	0	3
Trachidermus fasciatus	1	?	1	?	1	0	3
Aphyosemion bivittatum	1	?	2	?	1	0	3
Gambusia bucheri	1	?	2	?	1	0	3
Sauvagella robusta	1	?	1	?	1	0	3
Neosilurus brevidorsalis	1	1	2	2	1	0	3
Ophioblennius atlanticus	1	?	1	?	1	0	3
Pholidochromis marginatus	1	?	1	?	1	0	3
Anguilla marmorata	1	0	1	0	1	1	2
Bellator xenisma	1	?	1	?	1	0	3
Aseraggodes dubius	?	1	?	1	0	1	3
Harttia rhombocephala	1	?	2	?	1	0	3
Careproctus patagonicus	1	?	1	?	1	0	3
Xenurobrycon heterodon	?	1	?	2	0	0	3
Monacanthus chinensis	1	0	1	0	1	1	2
Fluviphylax pygmaeus	1	?	2	?	1	0	3
Lepidotrigla vaubani	1	?	1	?	1	0	3
Parapercis tetracantha	1	?	2	?	1	0	3
Liparis inquilinus	1	?	2	?	0	0	3
Bathyphylax omen	1	1	1	1	1	1	3
Corydoras ornatus	1	?	2	?	0	0	3
Clariallabes petricola	1	1	1	2	1	0	3
Guentheridia formosa	1	1	1	2	1	1	3
Gambusia heterochir	1	?	2	?	1	0	3
Parapercis signata	1	?	2	?	1	0	3
Zebrias keralensis	?	1	?	1	0	1	3
Paraliparis delphis	1	0	1	0	1	1	2
Corydoras gracilis	1	?	2	?	0	0	3
Ryukyupercis gushikeni	1	?	2	?	1	0	3
Allocyttus guineensis	1	1	2	2	1	1	3
Saccopharynx harrisoni	1	0	1	0	1	1	2
Achirus achirus	?	1	?	1	0	1	3
Ilisha lunula	1	?	1	?	1	0	3
Bathypterois grallator	?	1	?	2	0	1	3
Pseudohemiodon platycephalus	1	?	2	?	1	0	3
Rineloricaria morrowi	1	?	2	?	1	0	3
Plesiolebias altamira	1	?	1	?	1	0	3
Jenynsia unitaenia	1	?	2	?	1	0	3
Rineloricaria lanceolata	1	1	2	2	0	0	3
Astyanax hermosus	1	?	2	?	1	0	3
Halichoeres scapularis	1	?	1	?	1	0	3
Tatia aulopygia	1	?	2	?	0	0	3
Bero elegans	1	?	1	?	1	0	3
Syngnathus variegatus	?	0	?	0	0	1	2
Nothobranchius luekei	1	?	2	?	1	0	3
Barbatula toni	1	1	2	2	0	0	3
Pseudopercis semifasciata	1	?	2	?	1	0	3
Chlorophthalmus bicornis	?	1	?	2	0	1	3
Parablennius parvicornis	1	?	1	?	1	0	3
Myripristis kochiensis	?	1	?	2	0	1	3
Myripristis chryseres	?	1	?	2	0	1	3
Gymnothorax angusticeps	0	0	0	0	1	1	0
Careproctus melanurus	1	?	2	?	0	0	3
Astyanax asuncionensis	1	?	2	?	1	0	3
Iniistius auropunctatus	1	?	1	?	1	0	3
Auchenipterus brevior	1	?	2	?	1	0	3
Mastacembelus frenatus	1	?	1	?	0	0	3
Parapercis stricticeps	1	?	2	?	1	0	3
Arnoglossus brunneus	1	1	1	1	1	1	3
Pseudobunocephalus rugosus	1	?	2	?	0	0	3
Corydoras sipaliwini	1	?	2	?	1	0	3
Dunckerocampus pessuliferus	?	0	?	0	0	1	2
Gulaphallus panayensis	1	?	1	?	1	0	3
Stipecampus cristatus	?	0	?	0	0	1	2
Pimelodella steindachneri	1	?	2	?	1	0	3
Prionotus miles	1	?	1	?	1	0	3
Poecilia kykesis	1	?	2	?	1	0	3
Ophichthus melope	?	0	?	0	0	1	2
Monacanthus ciliatus	1	1	1	1	1	0	3
Cleidopus gloriamaris	?	1	?	2	0	1	3
Echidna peli	0	0	0	0	1	1	0
Fundulopanchax kamdemi	1	?	2	?	1	0	3
Monopterus bicolor	?	0	?	0	0	1	2
Bodianus macrognathos	1	?	1	?	1	0	3
Cottus echinatus	1	?	1	?	1	0	3
Astronesthes decoratus	?	1	?	1	0	1	3
Perulibatrachus elminensis	1	1	2	2	1	1	3
Boehlkenchelys longidentata	?	0	?	0	0	1	2
Glyptothorax chindwinica	1	?	2	?	1	0	3
Gymnothorax albimarginatus	0	0	0	0	1	1	0
Chiloglanis angolensis	1	?	2	?	1	0	3
Arius arenarius	1	1	2	2	0	0	3
Paraletharchus opercularis	?	0	?	0	0	1	2
Micropoecilia bifurca	1	?	2	?	1	0	3
Ecsenius bimaculatus	1	?	1	?	1	0	3
Istiblennius dussumieri	1	?	1	?	1	0	3
Hygophum proximum	?	1	?	2	0	1	3
Microlophichthys microlophus	1	0	1	0	1	1	2
Acanthurus nigroris	1	1	1	1	1	1	3
Neocyttus helgae	1	1	2	2	1	1	3
Synaphobranchus dolichorhynchus	?	0	?	0	0	1	2
Clinocottus analis	1	?	1	?	1	0	3
Astronesthes illuminatus	?	1	?	1	0	1	3
Oneirodes pterurus	1	0	1	0	1	1	2
Chaenophryne longiceps	1	0	1	0	1	1	2
Chaetostoma branickii	1	?	2	?	1	0	3
Balistes punctatus	1	1	1	2	1	1	3
Brycinus kingsleyae	1	1	2	2	0	0	3
Pseudocheilinops ataenia	1	1	2	2	1	1	3
Paraliparis mandibularis	1	0	1	0	1	1	2
Aphyosemion striatum	1	?	2	?	1	0	3
Gnathophis longicauda	?	0	?	0	0	1	2
Gomphosus varius	1	?	1	?	1	0	3
Astyanax brachypterygium	1	?	2	?	1	0	3
Oryzias hubbsi	1	1	2	2	0	0	3
Artediellus uncinatus	1	?	1	?	1	0	3
Zebrias quagga	?	1	?	1	0	1	3
Ecsenius gravieri	1	?	1	?	1	0	3
Pristigaster cayana	1	0&1	1	0&1	1	0	2
Dolopichthys karsteni	1	0	1	0	1	1	2
Sardinella hualiensis	1	?	1	?	1	0	3
Pseudochromis jamesi	1	1	1	1	1	1	3
Trachurus trachurus	1	?	1	?	1	0	3
Pardachirus morrowi	?	1	?	1	0	1	3
Pimelodella harttii	1	?	2	?	1	0	3
Xenolepidichthys dalgleishi	1	1	2	2	0	0	3
Prionurus punctatus	1	1	1	1	1	1	3
Parahypsos piersoni	1	?	1	?	1	0	3
Lethotremus awae	1	?	1	?	1	0	3
Kronichthys subteres	1	?	2	?	1	0	3
Parablennius serratolineatus	1	?	1	?	1	0	3
Hoplocharax goethei	1	?	2	?	1	0	3
Gordiichthys leibyi	?	0	?	0	0	1	2
Halidesmus socotraensis	1	?	1	?	1	0	3
Potamorrhaphis petersi	1	?	1	?	1	0	3
Akysis fuliginatus	1	?	2	?	1	0	3
Grammatobothus pennatus	1	1	1	1	1	1	3
Hypostomus meleagris	1	?	2	?	1	0	3
Gymnothorax bacalladoi	0	0	0	0	1	1	0
Cottus asper	1	?	1	?	1	0	3
Barathronus unicolor	1	?	1	?	1	0	3
Rhinosardinia amazonica	1	1	1	1	1	0	3
Tatia brunnea	1	1	2	2	0	0	3
Hoplunnis sicarius	1	0	1	0	1	1	2
Trachinotus falcatus	1	?	1	?	1	0	3
Lycodes hubbsi	1	?	1	?	1	0	3
Xiphophorus variatus	1	?	2	?	1	0	3
Protammodytes sarisa	1	?	1	?	1	0	3
Aphyosemion labarrei	1	?	2	?	1	0	3
Lepidophanes gaussi	?	1	?	2	0	1	3
Micropanchax macrophthalmus	1	?	2	?	1	0	3
Bagrus caeruleus	1	?	2	?	1	0	3
Corythoichthys ocellatus	?	0	?	0	0	1	2
Polypera greeni	1	?	1	?	1	0	3
Anchoa filifera	?	1	?	1	0	0	3
Heterobranchus boulengeri	1	?	1	?	1	0	3
Prionotus murielae	1	?	1	?	1	0	3
Lycodes macrochir	1	?	1	?	1	0	3
Limia pauciradiata	1	?	2	?	1	0	3
Parablennius pilicornis	1	?	1	?	1	0	3
Lepthoplosternum pectorale	1	?	2	?	0	0	3
Torquigener squamicauda	1	1	1	2	1	1	3
Ichthyocampus carce	?	0	?	0	0	1	2
Limia rivasi	1	?	2	?	1	0	3
Lycodes sadoensis	1	?	1	?	1	0	3
Monognathus herringi	0	0	0	0	1	1	0
Psednos griseus	1	?	1	?	1	0	3
Ctenolabrus rupestris	1	?	1	?	1	0	3
Poecilia chica	1	?	2	?	1	0	3
Loweina terminata	?	1	?	2	0	1	3
Lestidium prolixum	1	1	2	2	1	1	3
Seriola rivoliana	1	?	1	?	1	0	3
Myoglanis aspredinoides	1	?	2	?	1	0	3
Porichthys margaritatus	1	1	2	2	1	1	3
Poropanchax stigmatopygus	1	?	2	?	1	0	3
Gulaphallus bikolanus	1	?	1	?	1	0	3
Akysis manipurensis	1	?	2	?	1	0	3
Silurichthys schneideri	1	?	1	?	1	0	3
Symphurus atramentatus	0	0	0	0	1	1	0
Notarius neogranatensis	1	?	2	?	1	0	3
Paracheilinus mccoskeri	1	1	2	2	1	1	3
Moringua abbreviata	0	0	0	0	1	1	0
Hara hara	1	1	2	2	0	0	3
Aseraggodes therese	?	1	?	1	0	1	3
Sargocentron wilhelmi	?	1	?	2	0	1	3
Eumicrotremus tartaricus	1	?	1	?	1	0	3
Bathypterois oddi	?	1	?	2	0	1	3
Channallabes ogooensis	1	?	1	?	1	0	3
Scolichthys greenwayi	1	?	2	?	1	0	3
Pseudomyrophis atlanticus	?	0	?	0	0	1	2
Pogonophryne eakini	1	?	2	?	1	0	3
Trichopsetta ventralis	1	1	1	1	1	1	3
Spatuloricaria atratoensis	1	?	2	?	1	0	3
Pterygotrigla hoplites	1	?	1	?	1	0	3
Pseudohemiodon amazonum	1	?	2	?	1	0	3
Brachyhypopomus janeiroensis	1	0	1	0	1	1	2
Gila robusta	1	1	2	2	1	0	3
Cynoglossus feldmanni	0	0	0	0	1	1	0
Mimagoniates sylvicola	?	1	?	2	0	0	3
Brevoortia aurea	1	1	1	1	1	0	3
Thoburnia rhothoeca	?	1	?	2	0	0	3
Corydoras maculifer	1	?	2	?	0	0	3
Sturisoma monopelte	1	?	2	?	1	0	3
Microphis manadensis	?	0	?	0	0	1	2
Polylepion cruentum	1	?	1	?	1	0	3
Steindachneridion parahybae	1	?	2	?	1	0	3
Batasio sharavatiensis	1	?	2	?	1	0	3
Engraulis encrasicolus	1	1	2	2	0	0	3
Uropterygius inornatus	0	0	0	0	1	1	0
Luxilus zonistius	1	1	2	2	0	0	3
Careproctus acaecus	1	?	1	?	1	0	3
Chiloglanis niger	1	?	2	?	1	0	3
Chaunacops roseus	1	?	2	?	1	0	3
Macrocephenchelys brevirostris	1	0	1	0	0	0	2
Bathycongrus bullisi	?	0	?	0	0	1	2
Tarletonbeania taylori	?	1	?	2	0	1	3
Trachinotus ovatus	1	?	1	?	1	0	3
Lycenchelys squamosa	1	?	1	?	1	0	3
Citharoides macrolepis	?	1	?	2	0	0	3
Iniistius cyanifrons	1	?	1	?	1	0	3
Sciadonus jonassoni	1	?	1	?	1	0	3
Parasudis truculenta	1	1	2	2	0	0	3
Hemibagrus centralus	1	?	2	?	1	0	3
Tomocichla sieboldii	?	1	?	2	0	0	3
Ichthyborus ornatus	1	1	2	1	0	0	3
Japonoconger sivicolus	?	0	?	0	0	1	2
Cheirocerus eques	1	?	2	?	1	0	3
Trachelyopterus leopardinus	1	?	2	?	1	0	3
Pseudorhombus megalops	1	?	2	?	1	0	3
Photostomias lucingens	?	1	?	1	0	1	3
Pseudobagrus taiwanensis	1	?	2	?	1	0	3
Thryssa mystax	?	1	?	2	0	0	3
Cirrhimuraena chinensis	?	0	?	0	0	1	2
Synodontis petricola	1	?	2	?	1	0	3
Heteroconger longissimus	0	0	0	0	1	1	0
Halichoeres salmofasciatus	1	?	1	?	1	0	3
Stlengis misakia	1	?	1	?	1	0	3
Austrolebias minuano	1	?	1	?	1	0	3
Eustomias minimus	?	1	?	1	0	1	3
Hemibagrus pluriradiatus	1	?	2	?	1	0	3
Careproctus longifilis	1	?	1	?	1	0	3
Pseudancistrus guentheri	1	?	2	?	1	0	3
Diaphus roei	?	1	?	2	0	1	3
Limia tridens	1	?	2	?	1	0	3
Bascanichthys filaria	?	0	?	0	0	1	2
Aseraggodes klunzingeri	?	1	?	1	0	1	3
Olyra kempi	1	1	2	2	0	0	3
Channa nox	1	0	1	0	1	0	2
Thalassoma grammaticum	1	?	1	?	1	0	3
Austrolebias apaii	1	?	1	?	1	0	3
Pimelodella meeki	1	?	2	?	1	0	3
Pterocryptis crenula	1	?	1	?	1	0	3
Zebrias craticula	?	1	?	1	0	1	3
Corydoras sodalis	1	?	2	?	1	0	3
Euchiloglanis davidi	1	1	2	2	0	0	3
Channa cyanospilos	1	?	1	?	1	0	3
Pterygoplichthys xinguensis	1	?	2	?	1	0	3
Merluccius bilinearis	?	1	?	2	0	0	3
Arnoglossus grohmanni	1	1	1	1	1	1	3
Halosaurus pectoralis	?	1	?	1	0	1	3
Halichoeres zeylonicus	1	?	1	?	1	0	3
Dorosoma smithi	1	1	1	2	1	0	3
Dolichamphilius longiceps	1	?	2	?	1	0	3
Prietella lundbergi	1	?	2	?	1	0	3
Pseudecheneis sulcata	1	1	2	2	0	0	3
Prototroctes maraena	1	?	2	?	1	0	3
Bathypterois quadrifilis	?	1	?	2	0	1	3
Hoplunnis megista	1	0	1	0	1	1	2
Pterocryptis indicus	1	?	1	?	1	0	3
Hemiodontichthys acipenserinus	1	?	2	?	1	0	3
Sternarchogiton labiatus	1	0	1	0	1	1	2
Glyptothorax trilineatus	1	1	2	2	0	0	3
Rita chrysea	1	1	2	2	0	0	3
Clariallabes mutsindoziensis	1	?	1	?	1	0	3
Bagrichthys macracanthus	1	1	2	2	0	0	3
Astronesthes lampara	?	1	?	1	0	1	3
Aluterus heudelotii	1	0	1	0	1	1	2
Oneirodes melanocauda	1	0	1	0	1	1	2
Clarias magur	1	?	1	?	1	0	3
Azygopterus corallinus	1	?	1	?	1	0	3
Myersglanis jayarami	1	?	2	?	1	0	3
Catostomus microps	?	1	?	2	0	0	3
Icelinus oculatus	1	?	1	?	1	0	3
Rineloricaria misionera	1	?	2	?	1	0	3
Diceratias trilobus	1	0	1	0	1	1	2
Thamnaconus analis	1	0	1	0	1	1	2
Liachirus melanospilos	?	1	?	1	0	1	3
Ompok pabo	1	?	1	?	1	0	3
Indonotothenia cyanobrancha	1	?	2	?	1	0	3
Gymnothorax prolatus	0	0	0	0	1	1	0
Ipnops meadi	1	1	2	2	0	0	3
Psednos islandicus	1	?	1	?	1	0	3
Trichomycterus immaculatus	1	?	1	?	1	0	3
Enchelycore tamarae	0	0	0	0	1	1	0
Eustomias borealis	?	1	?	1	0	1	3
Bodianus anthioides	1	?	1	?	1	0	3
Neoplecostomus paranensis	1	1	2	2	0	0	3
Oneirodes bradburyae	1	0	1	0	1	1	2
Clarias dhonti	1	?	1	?	1	0	3
Anarchias galapagensis	0	0	0	0	1	1	0
Hemiancistrus chlorostictus	1	?	2	?	1	0	3
Plicofollis polystaphylodon	1	1	2	2	0	0	3
Xenotoca variata	1	?	1	?	1	0	3
Beryx decadactylus	?	1	?	2	0	1	3
Harttia surinamensis	1	?	2	?	1	0	3
Pseudobagarius nitidus	1	?	2	?	1	0	3
Hypostomus unae	1	?	2	?	1	0	3
Dactyloptena tiltoni	?	1	?	2	0	1	3
Leptostomias macropogon	?	1	?	1	0	1	3
Aesopia cornuta	?	1	?	1	0	1	3
Pimelodus argenteus	1	?	2	?	1	0	3
Paracheilinus lineopunctatus	1	1	2	2	1	1	3
Xiphophorus meyeri	1	?	2	?	1	0	3
Halieutopsis tumifrons	1	?	2	?	1	0	3
Syngnathus scovelli	?	0	?	0	0	1	2
Lissocampus fatiloquus	?	0	?	0	0	1	2
Hippocampus curvicuspis	?	0	?	0	0	1	2
Campichthys galei	?	0	?	0	0	1	2
Pareuchiloglanis rhabdurus	1	?	2	?	1	0	3
Phenacorhamdia macarenensis	1	?	2	?	1	0	3
Hypostomus wuchereri	1	?	2	?	1	0	3
Crystallodytes cookei	1	?	1	?	1	0	3
Parancistrus nudiventris	1	?	2	?	1	0	3
Ostichthys archiepiscopus	?	1	?	2	0	1	3
Catathyridium jenynsii	?	1	?	1	0	1	3
Selene vomer	1	?	1	?	1	0	3
Thamnaconus striatus	1	0	1	0	1	1	2
Cyprinus centralus	?	1	?	2	0	1	3
Ditropichthys storeri	1	0	2	0	1	1	2
Pseudochromis kristinae	1	1	1	1	1	1	3
Arnoglossus kotthausi	1	1	1	1	1	1	3
Astroblepus brachycephalus	1	?	2	?	1	0	3
Culaea inconstans	1	1	2	2	0	0	3
Liparis gibbus	1	?	2	?	0	0	3
Salaria basilisca	1	?	1	?	1	0	3
Petroscirtes variabilis	1	?	1	?	1	0	3
Hisonotus depressinotus	1	?	2	?	1	0	3
Cynoglossus maccullochi	0	0	0	0	1	1	0
Auchenipterus demerarae	1	1	2	2	1	0	3
Moenkhausia lepidura	1	?	2	?	0	0	3
Poeciliopsis fasciata	1	?	2	?	1	0	3
Myripristis jacobus	?	1	?	2	0	1	3
Algansea lacustris	1	1	2	2	0	0	3
Alectrias mutsuensis	1	?	1	?	1	0	3
Micrognathus brevirostris	?	0	?	0	0	1	2
Panaqolus dentex	1	?	2	?	1	0	3
Oloplotosus luteus	1	?	2	?	1	0	3
Ompok hypophthalmus	1	?	1	?	1	0	3
Ahlia egmontis	?	0	?	0	0	1	2
Cyprinodon macularius	1	?	1	?	1	0	3
Symphurus regani	0	0	0	0	1	1	0
Rineloricaria osvaldoi	1	?	2	?	1	0	3
Bodianus vulpinus	1	?	1	?	1	0	3
Sternarchogiton porcinum	1	0	1	0	1	1	2
Cinetodus carinatus	1	1	2	2	0	0	3
Brachyrhaphis parismina	1	?	2	?	1	0	3
Antennarius commerson	1	1	1	1	1	1	3
Cynoglossus macrolepidotus	0	0	0	0	1	1	0
